LOAN_ID,CUSTOMER_ID,ACCOUNT_ID,LOAN_TYPE,PRINCIPAL,INTEREST_RATE,CREDIT_GRADE,COLLATERAL_VALUE,LOAN_MEMO,STATUS,ORIGINATION_DATE
LOAN_000345,CUST_000716,ACCT_00000397,HOME,375278.89,8.81,D,217689.52,So per recent try year into dog daughter.,ACTIVE,2023-06-29T14:26:28.685400
LOAN_000346,CUST_000279,ACCT_00002102,BUSINESS,323866.1,7.44,A,178871.39,Condition moment note citizen light attack director.,DEFAULTED,2025-06-21T14:26:28.685617
LOAN_000347,CUST_001914,ACCT_00005086,BUSINESS,152385.61,5.37,B,709093.66,Wind support off center.,DEFAULTED,2023-10-17T14:26:28.685833
LOAN_000348,CUST_002010,ACCT_00000603,PERSONAL,94568.36,8.62,A,566617.3,Political cell mission shake claim.,ACTIVE,2024-12-02T14:26:28.686049
LOAN_000349,CUST_002863,ACCT_00002575,PERSONAL,240972.95,3.51,D,502077.43,Son rich green question.,PAID_OFF,2022-06-09T14:26:28.686266
LOAN_000350,CUST_001528,ACCT_00005223,PERSONAL,245715.33,7.91,C,692117.12,Way present pick tonight teacher last.,PAID_OFF,2025-01-26T14:26:28.686482
LOAN_000351,CUST_001873,ACCT_00003062,HOME,325045.24,5.57,C,447208.04,Week bank risk history occur.,DEFAULTED,2022-03-01T14:26:28.686700
LOAN_000352,CUST_002033,ACCT_00006868,HOME,229131.82,6.6,B,277982.07,Hospital well policy magazine.,DEFAULTED,2026-02-27T14:26:28.686916
LOAN_000353,CUST_002850,ACCT_00003409,HOME,58251.37,8.03,B,637814.19,Others special no believe author focus.,ACTIVE,2026-01-17T14:26:28.687132
LOAN_000354,CUST_001534,ACCT_00002433,BUSINESS,455338.82,5.06,C,497657.83,Mission mother cold hotel statement let.,DEFAULTED,2025-01-13T14:26:28.687353
LOAN_000355,CUST_001478,ACCT_00003077,AUTO,83054.67,3.73,B,491481.13,Commercial avoid clearly ten.,PAID_OFF,2024-01-08T14:26:28.687569
LOAN_000356,CUST_002587,ACCT_00005206,BUSINESS,223102.14,5.26,B,355241.53,Manage debate involve country training.,ACTIVE,2025-02-18T14:26:28.687786
LOAN_000357,CUST_002438,ACCT_00000745,PERSONAL,255492.76,3.9,D,433000.1,International add family visit occur.,DEFAULTED,2023-03-31T14:26:28.688003
LOAN_000358,CUST_001810,ACCT_00004105,HOME,55329.39,5.0,D,531488.72,Management lose else rate media discussion.,DEFAULTED,2023-06-27T14:26:28.688221
LOAN_000359,CUST_000261,ACCT_00003461,PERSONAL,328800.54,5.45,D,117231.56,Spend plan professional box.,DEFAULTED,2025-08-04T14:26:28.688439
LOAN_000360,CUST_000425,ACCT_00005892,PERSONAL,57588.63,7.09,C,488274.2,Fight common generation economy.,DEFAULTED,2023-09-13T14:26:28.688657
LOAN_000361,CUST_001996,ACCT_00005413,BUSINESS,195184.16,7.58,D,257244.47,Pick little painting chance laugh over.,PAID_OFF,2023-04-21T14:26:28.688875
LOAN_000362,CUST_001014,ACCT_00001398,BUSINESS,317186.83,4.91,A,232442.27,Wind hope second small.,DEFAULTED,2022-01-26T14:26:28.689092
LOAN_000363,CUST_000414,ACCT_00003475,BUSINESS,438553.2,6.3,A,285442.62,Lot positive baby agree guy.,PAID_OFF,2024-12-27T14:26:28.689309
LOAN_000364,CUST_001437,ACCT_00003573,HOME,497927.67,7.79,B,722918.42,Hard those still.,PAID_OFF,2021-12-29T14:26:28.689537
LOAN_000365,CUST_003319,ACCT_00001008,HOME,451681.62,6.39,A,271391.62,Option investment many nor them.,ACTIVE,2022-09-25T14:26:28.689754
LOAN_000366,CUST_000365,ACCT_00001854,AUTO,121240.86,6.62,A,289983.09,Attack state whole recently exactly figure.,PAID_OFF,2026-02-03T14:26:28.689970
LOAN_000367,CUST_001512,ACCT_00003717,PERSONAL,13280.14,4.7,A,92288.35,Suffer program happen hospital.,ACTIVE,2022-09-29T14:26:28.690187
LOAN_000368,CUST_001145,ACCT_00006711,HOME,42325.03,4.69,D,424550.8,Site visit successful else election view.,DEFAULTED,2022-04-16T14:26:28.690403
LOAN_000369,CUST_001936,ACCT_00004583,HOME,159930.93,6.13,C,424815.31,Thing effort possible up loss.,PAID_OFF,2025-07-15T14:26:28.690619
LOAN_000370,CUST_001419,ACCT_00006464,HOME,122435.27,6.75,C,416580.19,Author leader history give him.,ACTIVE,2021-12-28T14:26:28.690849
LOAN_000371,CUST_002428,ACCT_00003042,AUTO,22543.9,8.29,A,362929.11,Option federal ahead there light hospital.,PAID_OFF,2023-07-06T14:26:28.691067
LOAN_000372,CUST_002075,ACCT_00002876,PERSONAL,81418.69,8.13,C,538797.54,Computer especially everything should.,PAID_OFF,2026-08-17T14:26:28.691282
LOAN_000373,CUST_003477,ACCT_00000603,HOME,479669.9,4.19,A,262949.77,Still PM them majority bank check.,DEFAULTED,2024-07-26T14:26:28.691499
LOAN_000374,CUST_002619,ACCT_00001478,BUSINESS,364865.09,5.72,A,237542.93,Mean news letter son either reach more.,ACTIVE,2023-12-02T14:26:28.691715
LOAN_000375,CUST_000422,ACCT_00006181,HOME,398396.87,8.39,A,716378.11,Method arrive responsibility father.,ACTIVE,2025-06-27T14:26:28.691940
LOAN_000376,CUST_002576,ACCT_00001309,BUSINESS,372090.45,5.43,D,725335.13,Citizen house information authority often event.,DEFAULTED,2023-12-08T14:26:28.692160
LOAN_000377,CUST_001383,ACCT_00003070,PERSONAL,489616.29,9.42,B,392146.13,Arrive the activity above.,DEFAULTED,2023-11-30T14:26:28.692376
LOAN_000378,CUST_002745,ACCT_00005734,AUTO,118831.59,6.14,B,335560.22,Go drop management.,DEFAULTED,2022-04-12T14:26:28.692592
LOAN_000379,CUST_001135,ACCT_00004093,HOME,126914.64,9.12,C,272517.99,Company project especially church traditional.,DEFAULTED,2026-01-02T14:26:28.692808
LOAN_000380,CUST_003203,ACCT_00004219,PERSONAL,190421.75,4.5,B,547281.18,Million station brother line recognize perform.,ACTIVE,2023-05-12T14:26:28.693024
LOAN_000381,CUST_001400,ACCT_00003235,BUSINESS,384145.49,7.25,D,350013.26,Health fire describe together.,PAID_OFF,2022-08-08T14:26:28.693240
LOAN_000382,CUST_001138,ACCT_00002602,HOME,379683.31,5.47,A,485012.45,Practice admit future personal.,ACTIVE,2023-03-09T14:26:28.693455
LOAN_000383,CUST_003340,ACCT_00002525,HOME,495121.05,5.2,C,594874.6,Eye order also camera size.,ACTIVE,2022-10-24T14:26:28.693682
LOAN_000384,CUST_001188,ACCT_00004067,AUTO,394222.52,6.47,D,276911.32,Change beautiful middle yeah.,DEFAULTED,2024-02-12T14:26:28.693898
LOAN_000385,CUST_002711,ACCT_00002292,PERSONAL,433083.3,5.85,C,667880.88,Wind culture stand dark little likely cover.,PAID_OFF,2024-07-17T14:26:28.694123
LOAN_000386,CUST_002501,ACCT_00002121,HOME,362490.79,5.22,A,610709.05,Red none kid medical respond final.,DEFAULTED,2024-05-10T14:26:28.694340
LOAN_000387,CUST_000116,ACCT_00000955,PERSONAL,473968.4,4.2,A,250707.61,Raise product anyone.,ACTIVE,2025-09-01T14:26:28.694556
LOAN_000388,CUST_000901,ACCT_00006196,HOME,388147.84,3.72,B,43187.43,Ahead high me close.,PAID_OFF,2025-11-14T14:26:28.694773
LOAN_000389,CUST_001915,ACCT_00005524,AUTO,270309.06,9.02,D,358783.7,Law wish cell.,PAID_OFF,2022-03-18T14:26:28.694990
LOAN_000390,CUST_002790,ACCT_00003846,HOME,489666.54,5.1,A,298910.51,Seat second hospital else.,PAID_OFF,2025-11-29T14:26:28.695208
LOAN_000391,CUST_002529,ACCT_00000107,AUTO,21053.03,9.22,D,119086.37,Including spend still beat.,DEFAULTED,2022-06-25T14:26:28.695425
LOAN_000392,CUST_001019,ACCT_00005996,AUTO,112004.08,7.12,B,720464.11,Marriage open ok weight his power section.,DEFAULTED,2022-01-27T14:26:28.695642
LOAN_000393,CUST_000845,ACCT_00002738,PERSONAL,345011.27,8.72,B,539625.92,Area include street.,DEFAULTED,2023-03-22T14:26:28.695858
LOAN_000394,CUST_003452,ACCT_00004058,AUTO,49731.14,7.02,B,518451.11,Say program else create in time concern.,PAID_OFF,2025-06-26T14:26:28.696075
LOAN_000395,CUST_003418,ACCT_00006331,HOME,74638.27,5.98,C,144520.85,Congress car true top offer.,ACTIVE,2024-01-29T14:26:28.696291
LOAN_000396,CUST_000319,ACCT_00002629,PERSONAL,343821.1,6.5,C,280482.47,Save not billion save.,DEFAULTED,2023-07-14T14:26:28.696508
LOAN_000397,CUST_001371,ACCT_00005141,AUTO,226051.42,3.74,B,85043.92,Community at itself street.,DEFAULTED,2025-11-07T14:26:28.696724
LOAN_000398,CUST_002035,ACCT_00005603,BUSINESS,273631.59,6.89,A,229658.17,They possible between hand.,DEFAULTED,2023-06-03T14:26:28.696941
LOAN_000399,CUST_003389,ACCT_00006344,PERSONAL,167870.06,7.62,C,166229.63,Federal knowledge see hospital international wonder.,DEFAULTED,2025-07-02T14:26:28.697160
LOAN_000400,CUST_000184,ACCT_00003392,AUTO,337561.99,4.54,D,528698.96,Bill wrong dream yes camera food.,ACTIVE,2025-04-26T14:26:28.697377
LOAN_000401,CUST_002982,ACCT_00006814,PERSONAL,153859.81,5.79,B,653758.07,Join year assume stock daughter base use.,DEFAULTED,2024-04-02T14:26:28.697593
LOAN_000402,CUST_003286,ACCT_00002277,HOME,331383.14,5.79,B,400104.94,Ten follow huge.,PAID_OFF,2022-06-16T14:26:28.697821
LOAN_000403,CUST_002902,ACCT_00006644,AUTO,496916.12,7.61,D,68940.27,Often end process shake near college carry investment.,PAID_OFF,2022-06-29T14:26:28.698038
LOAN_000404,CUST_000158,ACCT_00001254,HOME,221340.48,6.3,C,610627.61,Exist sound me party.,DEFAULTED,2026-03-13T14:26:28.698256
LOAN_000405,CUST_002849,ACCT_00002910,HOME,85338.68,5.7,D,651186.36,High again suggest our write four stay.,ACTIVE,2021-12-19T14:26:28.698473
LOAN_000406,CUST_000135,ACCT_00002187,AUTO,12580.44,6.52,B,437433.44,Skin own talk small significant social.,DEFAULTED,2026-05-16T14:26:28.698689
LOAN_000407,CUST_001813,ACCT_00006436,BUSINESS,38759.07,8.45,D,9324.25,Share part near toward worry continue recently.,DEFAULTED,2025-09-25T14:26:28.698907
LOAN_000408,CUST_001576,ACCT_00006031,PERSONAL,398257.38,8.41,D,569745.36,Onto tell audience whether.,DEFAULTED,2026-07-25T14:26:28.699123
LOAN_000409,CUST_000682,ACCT_00001321,BUSINESS,265929.56,8.82,A,387053.78,Improve now best there.,PAID_OFF,2022-02-26T14:26:28.699352
LOAN_000410,CUST_002713,ACCT_00004755,HOME,99839.17,7.84,A,569096.59,End alone show building.,ACTIVE,2025-08-14T14:26:28.699574
LOAN_000411,CUST_000150,ACCT_00003307,AUTO,99533.84,7.69,B,175406.54,Drop whether grow mention.,DEFAULTED,2026-02-28T14:26:28.699791
LOAN_000412,CUST_001149,ACCT_00005042,HOME,245280.1,5.06,D,313853.7,Current suggest reflect hear cover least manage.,ACTIVE,2023-01-05T14:26:28.700017
LOAN_000413,CUST_001558,ACCT_00006903,PERSONAL,452128.07,8.91,A,287289.13,Rule green recognize involve world everyone forget.,PAID_OFF,2025-07-14T14:26:28.700234
LOAN_000414,CUST_001546,ACCT_00000466,BUSINESS,176239.36,4.23,C,256710.67,Responsibility sign car energy.,PAID_OFF,2025-08-22T14:26:28.700451
LOAN_000415,CUST_003481,ACCT_00007000,BUSINESS,326654.02,5.67,C,625743.86,Letter head help wide authority thus.,DEFAULTED,2024-09-24T14:26:28.700667
LOAN_000416,CUST_002915,ACCT_00001671,PERSONAL,58646.33,5.76,D,77619.56,Institution prevent ever career environmental sense.,DEFAULTED,2025-07-23T14:26:28.700884
LOAN_000417,CUST_000293,ACCT_00003567,HOME,390103.9,7.47,A,288684.76,Him month industry during manager network ever.,PAID_OFF,2026-03-09T14:26:28.701100
LOAN_000418,CUST_000316,ACCT_00005597,HOME,49454.96,9.14,C,111907.03,Century day manager item effort.,ACTIVE,2025-11-05T14:26:28.701317
LOAN_000419,CUST_000658,ACCT_00005755,AUTO,271137.62,4.12,D,279070.21,Picture scene miss draw various management charge.,PAID_OFF,2024-08-15T14:26:28.701534
LOAN_000420,CUST_002802,ACCT_00000861,BUSINESS,248450.02,7.26,B,253292.22,Entire night scientist rich while later.,PAID_OFF,2022-04-05T14:26:28.701750
LOAN_000421,CUST_002858,ACCT_00002576,AUTO,201018.24,6.81,C,102400.33,Remember someone usually truth myself bar.,DEFAULTED,2024-12-08T14:26:28.701976
LOAN_000422,CUST_001422,ACCT_00002266,HOME,145122.51,6.94,B,667756.59,Field father civil head same everyone.,PAID_OFF,2022-08-31T14:26:28.702193
LOAN_000423,CUST_002594,ACCT_00003832,BUSINESS,270921.54,5.79,B,399515.38,Many soldier full under.,DEFAULTED,2023-01-30T14:26:28.702410
LOAN_000424,CUST_000793,ACCT_00002064,PERSONAL,498992.43,7.61,A,78243.23,Son bring others mouth his.,PAID_OFF,2023-02-07T14:26:28.702626
LOAN_000425,CUST_001883,ACCT_00000979,BUSINESS,194239.74,4.5,D,412439.1,Live six performance ground policy fact.,PAID_OFF,2022-09-12T14:26:28.702843
LOAN_000426,CUST_000419,ACCT_00001493,BUSINESS,79502.9,3.77,D,218746.94,Each office service decide.,PAID_OFF,2024-09-01T14:26:28.703061
LOAN_000427,CUST_002926,ACCT_00002149,AUTO,275449.46,9.41,C,452557.68,Hair recently white they.,ACTIVE,2026-05-21T14:26:28.703277
LOAN_000428,CUST_001909,ACCT_00000640,BUSINESS,455003.44,8.46,A,194957.82,Firm conference party already.,PAID_OFF,2026-03-26T14:26:28.703495
LOAN_000429,CUST_001577,ACCT_00000447,HOME,295820.52,7.44,A,100710.36,Relationship realize write determine whether.,ACTIVE,2022-07-26T14:26:28.703712
LOAN_000430,CUST_000116,ACCT_00006549,PERSONAL,133282.78,5.56,A,435519.74,Rather understand deep daughter just.,PAID_OFF,2026-03-23T14:26:28.703929
LOAN_000431,CUST_001059,ACCT_00002580,AUTO,162281.13,6.13,B,174705.97,Production budget act point remember win economy.,ACTIVE,2026-01-10T14:26:28.704146
LOAN_000432,CUST_000233,ACCT_00003835,HOME,479767.41,5.76,B,104685.74,Whether turn enter court.,DEFAULTED,2023-11-25T14:26:28.704363
LOAN_000433,CUST_002606,ACCT_00002644,PERSONAL,128503.89,3.67,C,50220.66,By discussion he everybody phone population.,PAID_OFF,2022-06-30T14:26:28.704580
LOAN_000434,CUST_002326,ACCT_00006755,HOME,318619.11,4.6,C,38956.4,Series every miss action happen mother fast.,PAID_OFF,2024-07-09T14:26:28.704797
LOAN_000435,CUST_002608,ACCT_00000308,AUTO,252752.88,9.32,B,240859.87,Democratic real base interesting rule.,PAID_OFF,2024-10-06T14:26:28.705015
LOAN_000436,CUST_000981,ACCT_00001312,BUSINESS,452118.07,8.37,C,548983.92,Either between wish car.,PAID_OFF,2026-01-14T14:26:28.705232
LOAN_000437,CUST_003262,ACCT_00004714,BUSINESS,383021.36,8.78,A,493169.42,Act western peace baby window evening.,ACTIVE,2023-12-31T14:26:28.705449
LOAN_000438,CUST_000080,ACCT_00002483,PERSONAL,178638.22,3.74,C,445378.55,Sure weight head.,ACTIVE,2025-09-22T14:26:28.705666
LOAN_000439,CUST_003259,ACCT_00005973,PERSONAL,100217.67,7.52,C,296804.56,Both hotel speak if party dream tax.,ACTIVE,2024-05-17T14:26:28.705882
LOAN_000440,CUST_000999,ACCT_00000221,HOME,456992.41,3.88,D,216777.45,Rate month energy late you.,ACTIVE,2026-02-18T14:26:28.706105
LOAN_000441,CUST_002972,ACCT_00002391,PERSONAL,312963.96,8.63,C,343180.45,Others develop night increase.,ACTIVE,2022-04-16T14:26:28.706321
LOAN_000442,CUST_001482,ACCT_00004523,PERSONAL,288380.82,8.09,D,434643.75,Baby life less require.,ACTIVE,2021-11-01T14:26:28.706538
LOAN_000443,CUST_000672,ACCT_00000504,BUSINESS,107237.48,9.12,B,535385.38,Arrive authority street.,ACTIVE,2026-03-15T14:26:28.706754
LOAN_000444,CUST_000175,ACCT_00000496,AUTO,142062.76,8.06,D,210976.1,Statement smile act stock store bed.,ACTIVE,2025-09-02T14:26:28.706971
LOAN_000445,CUST_002156,ACCT_00006883,HOME,319274.48,4.44,C,392166.96,Special lay able doctor once.,ACTIVE,2025-06-14T14:26:28.707188
LOAN_000446,CUST_003106,ACCT_00004855,HOME,265911.07,8.8,A,30782.15,Sometimes magazine society film.,PAID_OFF,2021-12-18T14:26:28.707404
LOAN_000447,CUST_001176,ACCT_00003669,HOME,127847.47,9.06,C,682943.03,Many today area gun.,ACTIVE,2024-11-07T14:26:28.707620
LOAN_000448,CUST_002950,ACCT_00003912,BUSINESS,178330.66,5.4,C,45333.14,Executive seat other capital young thus coach.,DEFAULTED,2021-12-23T14:26:28.707837
LOAN_000449,CUST_002156,ACCT_00006846,PERSONAL,170026.54,8.88,A,652198.79,Bad break explain major name man song.,PAID_OFF,2026-04-22T14:26:28.708074
LOAN_000450,CUST_002329,ACCT_00001786,PERSONAL,259453.07,6.65,D,49277.27,Kitchen represent well activity week.,ACTIVE,2025-07-09T14:26:28.708296
LOAN_000451,CUST_000582,ACCT_00005963,PERSONAL,244184.19,4.83,A,451437.79,Throughout toward program others score safe effort animal.,PAID_OFF,2022-10-29T14:26:28.708513
LOAN_000452,CUST_001527,ACCT_00004410,AUTO,182683.32,3.83,B,480616.63,Five man radio fall.,ACTIVE,2026-05-26T14:26:28.708735
LOAN_000453,CUST_001397,ACCT_00006981,PERSONAL,329979.44,6.54,B,98914.25,Product son better amount politics board hair into.,DEFAULTED,2025-08-14T14:26:28.708957
LOAN_000454,CUST_002554,ACCT_00004080,HOME,410589.98,8.78,C,448334.08,Turn research two discuss management speech agency.,PAID_OFF,2021-11-19T14:26:28.709177
LOAN_000455,CUST_001389,ACCT_00003630,BUSINESS,31381.73,7.67,B,509296.84,Charge entire consumer audience.,ACTIVE,2024-03-16T14:26:28.709394
LOAN_000456,CUST_000736,ACCT_00000136,HOME,446485.86,4.44,A,35759.41,Newspaper out half party agree leave camera even.,ACTIVE,2024-08-02T14:26:28.709626
LOAN_000457,CUST_000611,ACCT_00004128,AUTO,403274.52,4.78,D,55083.23,Close assume anyone former few yourself.,PAID_OFF,2022-05-08T14:26:28.709845
LOAN_000458,CUST_000327,ACCT_00001989,AUTO,307484.53,7.58,C,84087.72,Audience could fire work sell.,PAID_OFF,2023-11-11T14:26:28.710062
LOAN_000459,CUST_000378,ACCT_00000459,PERSONAL,239570.92,5.75,A,501193.54,Tell act history spring.,ACTIVE,2026-04-22T14:26:28.710295
LOAN_000460,CUST_002252,ACCT_00002350,AUTO,280114.89,3.95,A,423542.76,Report organization look.,PAID_OFF,2025-04-10T14:26:28.710518
LOAN_000461,CUST_001158,ACCT_00001850,AUTO,11773.47,8.07,B,280437.55,Rule movement head these may suddenly remember law.,ACTIVE,2024-07-06T14:26:28.710737
LOAN_000462,CUST_002503,ACCT_00004362,BUSINESS,191674.66,4.64,B,621359.65,Strong who item art west grow turn.,DEFAULTED,2024-05-02T14:26:28.710958
LOAN_000463,CUST_001364,ACCT_00004695,HOME,411655.61,6.9,B,472777.27,Stock different where kind serve.,PAID_OFF,2024-07-01T14:26:28.711178
LOAN_000464,CUST_003399,ACCT_00000547,BUSINESS,154049.85,6.1,C,22106.66,Most some blood put here up.,ACTIVE,2025-11-20T14:26:28.711394
LOAN_000465,CUST_000262,ACCT_00006440,BUSINESS,351825.61,8.72,C,204516.51,Toward project employee.,PAID_OFF,2025-10-17T14:26:28.711611
LOAN_000466,CUST_000445,ACCT_00000695,HOME,388326.18,6.99,D,442011.82,Hospital they red item level way guy.,ACTIVE,2022-12-17T14:26:28.711827
LOAN_000467,CUST_000777,ACCT_00002416,HOME,67236.86,8.8,B,122720.44,Church suffer enjoy tonight strategy each deep stand.,DEFAULTED,2022-09-10T14:26:28.712043
LOAN_000468,CUST_000814,ACCT_00000826,AUTO,227676.84,7.46,D,649447.06,Again generation study town agreement traditional officer.,DEFAULTED,2025-05-07T14:26:28.712267
LOAN_000469,CUST_000993,ACCT_00004705,AUTO,75330.25,6.67,D,558220.4,Process left must heavy everyone article six four.,ACTIVE,2023-02-07T14:26:28.712494
LOAN_000470,CUST_001642,ACCT_00000647,HOME,281069.49,4.13,A,116582.28,Dark man above create.,DEFAULTED,2024-04-18T14:26:28.712721
LOAN_000471,CUST_001900,ACCT_00004191,HOME,9600.9,9.28,C,280359.08,Reflect wait plant likely note five will.,ACTIVE,2024-09-23T14:26:28.712945
LOAN_000472,CUST_002795,ACCT_00005563,PERSONAL,67525.61,8.87,D,477294.32,Mention fall send great central.,PAID_OFF,2024-09-12T14:26:28.713165
LOAN_000473,CUST_003041,ACCT_00005594,PERSONAL,90905.28,3.71,D,423166.82,Too stage where much article law.,ACTIVE,2021-10-10T14:26:28.713385
LOAN_000474,CUST_002636,ACCT_00003230,PERSONAL,459898.58,4.52,B,450290.1,Real start fund.,ACTIVE,2025-04-18T14:26:28.713608
LOAN_000475,CUST_001310,ACCT_00003452,HOME,179675.62,4.44,B,346435.91,One particular serious first research.,ACTIVE,2022-11-05T14:26:28.713832
LOAN_000476,CUST_001527,ACCT_00001159,HOME,74640.04,3.57,D,260336.21,Quickly note film black any.,DEFAULTED,2022-10-01T14:26:28.714052
LOAN_000477,CUST_000450,ACCT_00005020,HOME,336692.9,9.47,A,460083.17,Southern through north long information.,PAID_OFF,2022-09-02T14:26:28.714274
LOAN_000478,CUST_003105,ACCT_00004959,PERSONAL,106813.12,8.69,C,209533.28,Modern author measure these four surface.,ACTIVE,2024-12-26T14:26:28.714505
LOAN_000479,CUST_000256,ACCT_00003203,HOME,146230.18,6.03,D,618265.71,Business somebody sound visit.,PAID_OFF,2024-08-10T14:26:28.714745
LOAN_000480,CUST_002420,ACCT_00000912,BUSINESS,21272.69,5.51,D,481035.37,Prepare after affect education group environment hot two.,PAID_OFF,2024-06-09T14:26:28.714989
LOAN_000481,CUST_001831,ACCT_00004997,HOME,411789.88,9.43,D,351092.39,Professional kid and when.,DEFAULTED,2026-04-05T14:26:28.715221
LOAN_000482,CUST_002307,ACCT_00000886,BUSINESS,6074.42,4.18,A,71610.97,Both image month summer dog probably join.,DEFAULTED,2025-06-01T14:26:28.715437
LOAN_000483,CUST_000358,ACCT_00001525,HOME,345635.81,3.74,D,409500.35,Bed someone take special.,ACTIVE,2023-01-08T14:26:28.715654
LOAN_000484,CUST_002463,ACCT_00001544,BUSINESS,123327.05,5.55,C,577309.42,Around customer health cover up action student.,ACTIVE,2023-01-19T14:26:28.715874
LOAN_000485,CUST_000236,ACCT_00005292,AUTO,290322.9,7.73,A,126838.81,Meet around number around simply.,DEFAULTED,2024-08-21T14:26:28.716095
LOAN_000486,CUST_002310,ACCT_00003132,BUSINESS,346701.25,4.02,A,669525.39,Member wide new bar direction animal.,DEFAULTED,2024-02-11T14:26:28.716311
LOAN_000487,CUST_000829,ACCT_00001596,PERSONAL,365061.5,8.18,C,322715.18,Whatever certainly grow physical star wish.,ACTIVE,2026-01-30T14:26:28.716527
LOAN_000488,CUST_002967,ACCT_00001323,BUSINESS,294634.65,6.87,D,654465.96,All parent customer level.,ACTIVE,2022-06-15T14:26:28.716743
LOAN_000489,CUST_001093,ACCT_00000417,BUSINESS,101110.48,9.11,A,488760.85,Range air attention hit three church.,DEFAULTED,2023-06-20T14:26:28.716959
LOAN_000490,CUST_003498,ACCT_00005142,PERSONAL,55666.37,6.96,A,648082.59,City media while name better college along defense.,PAID_OFF,2022-08-07T14:26:28.717175
LOAN_000491,CUST_001643,ACCT_00006202,PERSONAL,242434.23,8.25,B,476091.68,System company a society my major.,PAID_OFF,2024-04-22T14:26:28.717391
LOAN_000492,CUST_000920,ACCT_00001588,BUSINESS,59314.6,7.31,B,308237.95,List one source half president.,ACTIVE,2023-12-12T14:26:28.717611
LOAN_000493,CUST_002254,ACCT_00001537,PERSONAL,123785.52,8.26,C,725325.22,Nothing including expect also.,DEFAULTED,2025-09-03T14:26:28.717829
LOAN_000494,CUST_001042,ACCT_00005256,BUSINESS,470936.68,6.31,C,481712.63,Role behavior send college either bill young together.,ACTIVE,2021-09-18T14:26:28.718046
LOAN_000495,CUST_002931,ACCT_00005241,PERSONAL,420252.64,8.98,B,181462.21,Through really drug share measure ball tree reality.,ACTIVE,2025-07-11T14:26:28.718263
LOAN_000496,CUST_002663,ACCT_00004810,PERSONAL,432360.88,7.6,C,327772.45,Back tough some population population form with.,PAID_OFF,2023-10-03T14:26:28.718481
LOAN_000497,CUST_002002,ACCT_00003194,AUTO,313916.37,5.58,C,147797.72,Way defense nearly rate scene before.,ACTIVE,2023-05-19T14:26:28.718698
LOAN_000498,CUST_002978,ACCT_00006454,HOME,408579.06,3.62,C,643229.99,Economic official agree line yeah.,ACTIVE,2023-02-16T14:26:28.718916
LOAN_000499,CUST_003005,ACCT_00004850,HOME,495843.63,8.29,C,273159.98,Experience take individual pattern attack identify peace.,PAID_OFF,2025-08-11T14:26:28.719134
LOAN_000500,CUST_000070,ACCT_00001904,PERSONAL,487193.33,7.97,D,280990.01,Ask call early.,ACTIVE,2026-05-15T14:26:28.719369
LOAN_000501,CUST_000188,ACCT_00005147,BUSINESS,385942.63,8.43,B,323373.22,First magazine specific.,ACTIVE,2022-03-15T14:26:28.719593
LOAN_000502,CUST_001262,ACCT_00005995,HOME,334599.54,5.44,B,332376.28,Election positive themselves nearly.,PAID_OFF,2024-04-10T14:26:28.719810
LOAN_000503,CUST_001042,ACCT_00004836,HOME,13423.92,5.25,A,345386.65,Deep who something various participant share hope.,PAID_OFF,2026-07-26T14:26:28.720028
LOAN_000504,CUST_001251,ACCT_00001270,AUTO,213928.26,6.25,D,674777.0,Lawyer sense Republican in.,PAID_OFF,2025-02-05T14:26:28.720245
LOAN_000505,CUST_000918,ACCT_00006086,AUTO,24016.6,3.99,B,151431.03,Get thousand respond per join nature worker someone.,ACTIVE,2024-06-01T14:26:28.720463
LOAN_000506,CUST_001189,ACCT_00005303,HOME,21134.31,3.87,D,193755.56,Central laugh local market participant leader several.,PAID_OFF,2024-03-27T14:26:28.720680
LOAN_000507,CUST_000219,ACCT_00006102,HOME,155048.1,5.77,C,131522.36,Pm prevent organization customer material travel.,DEFAULTED,2024-06-23T14:26:28.720897
LOAN_000508,CUST_000616,ACCT_00006818,PERSONAL,329523.98,7.98,D,318979.44,Cover worry design people lawyer fight.,ACTIVE,2026-05-10T14:26:28.721115
LOAN_000509,CUST_002716,ACCT_00005489,BUSINESS,422446.9,5.21,A,677880.93,Cause thousand security cover hundred already.,PAID_OFF,2025-11-27T14:26:28.721331
LOAN_000510,CUST_000755,ACCT_00005220,PERSONAL,362015.48,9.45,A,109779.93,Feel out smile wish nation weight interesting.,PAID_OFF,2025-10-24T14:26:28.721549
LOAN_000511,CUST_000286,ACCT_00004954,PERSONAL,164472.86,8.71,C,476898.14,Meet sort somebody decision meeting.,PAID_OFF,2024-07-11T14:26:28.721766
LOAN_000512,CUST_000029,ACCT_00002758,BUSINESS,476865.59,6.76,C,81618.36,Tax season soldier save.,ACTIVE,2026-08-07T14:26:28.721983
LOAN_000513,CUST_001963,ACCT_00005579,PERSONAL,20389.69,8.77,B,299640.37,Professional story adult step pretty head magazine.,ACTIVE,2026-07-01T14:26:28.722201
LOAN_000514,CUST_003302,ACCT_00002270,HOME,95303.97,8.92,B,396314.41,Commercial sell address way television public member.,DEFAULTED,2025-06-08T14:26:28.722418
LOAN_000515,CUST_002592,ACCT_00005901,BUSINESS,310947.05,7.96,D,409852.25,Pattern quickly church serve.,DEFAULTED,2024-08-14T14:26:28.722634
