TRANSACTION_ID,ACCOUNT_ID,TRANSACTION_TYPE,AMOUNT,BUSINESS_DATE,MEMO,CREATED_AT
TXN_00006706,ACCT_00006386,DEBIT,3109.83,2026-07-14,Population attention alone effect man.,2026-09-20T15:49:40.495241
TXN_00006707,ACCT_00004051,CREDIT,6439.58,2026-08-03,Across be fine almost collection.,2026-09-20T15:49:40.495274
TXN_00006708,ACCT_00000358,DEBIT,2226.07,2026-09-18,Car such ability the.,2026-09-20T15:49:40.495306
TXN_00006709,ACCT_00005847,CREDIT,1325.01,2026-08-05,Institution fill like bed art tonight again result.,2026-09-20T15:49:40.495338
TXN_00006710,ACCT_00001617,DEBIT,9182.57,2026-08-11,Visit then exactly citizen seem.,2026-09-20T15:49:40.495371
TXN_00006711,ACCT_00006181,CREDIT,1071.13,2026-09-03,Example article available claim create kid team.,2026-09-20T15:49:40.495404
TXN_00006712,ACCT_00006325,CREDIT,3362.69,2026-08-28,Tell thank employee current treat.,2026-09-20T15:49:40.495436
TXN_00006713,ACCT_00003736,DEBIT,6921.49,2026-07-31,Possible sport girl section wide step.,2026-09-20T15:49:40.495469
TXN_00006714,ACCT_00004343,CREDIT,4097.92,2026-07-27,Available break responsibility play.,2026-09-20T15:49:40.495501
TXN_00006715,ACCT_00002928,CREDIT,3668.1,2026-08-19,Reduce former data rate.,2026-09-20T15:49:40.495533
TXN_00006716,ACCT_00000267,CREDIT,1844.37,2026-07-08,Approach see spend though over nearly contain.,2026-09-20T15:49:40.495566
TXN_00006717,ACCT_00000688,DEBIT,2158.08,2026-07-26,Statement whether usually continue example tonight.,2026-09-20T15:49:40.495598
TXN_00006718,ACCT_00002188,CREDIT,1943.77,2026-08-13,There issue cover hard.,2026-09-20T15:49:40.495630
TXN_00006719,ACCT_00002975,CREDIT,4962.26,2026-09-11,Eye energy challenge inside natural month.,2026-09-20T15:49:40.495663
TXN_00006720,ACCT_00001308,DEBIT,7030.64,2026-08-13,Huge them understand million.,2026-09-20T15:49:40.495695
TXN_00006721,ACCT_00004983,CREDIT,4331.54,2026-08-13,Analysis region term more big cell.,2026-09-20T15:49:40.495727
TXN_00006722,ACCT_00000613,CREDIT,3524.09,2026-06-27,Station Democrat tonight similar then writer risk certainly.,2026-09-20T15:49:40.495760
TXN_00006723,ACCT_00001116,DEBIT,6787.72,2026-09-12,Republican office thousand skin surface.,2026-09-20T15:49:40.495793
TXN_00006724,ACCT_00005698,DEBIT,2483.07,2026-08-03,Expect really sure street.,2026-09-20T15:49:40.495827
TXN_00006725,ACCT_00004305,DEBIT,8028.73,2026-06-23,Thus action night nation vote.,2026-09-20T15:49:40.495859
TXN_00006726,ACCT_00000392,DEBIT,7877.11,2026-07-18,Similar attack conference serious building Democrat.,2026-09-20T15:49:40.495892
TXN_00006727,ACCT_00001310,CREDIT,4335.88,2026-08-29,Different ever marriage black nearly.,2026-09-20T15:49:40.495925
TXN_00006728,ACCT_00001464,DEBIT,4958.36,2026-09-10,Dog officer reach painting.,2026-09-20T15:49:40.495957
TXN_00006729,ACCT_00006309,DEBIT,2161.44,2026-08-05,Build oil hair cause spring force.,2026-09-20T15:49:40.495990
TXN_00006730,ACCT_00000228,DEBIT,1897.22,2026-07-30,Pressure somebody book energy.,2026-09-20T15:49:40.496022
TXN_00006731,ACCT_00004255,CREDIT,8193.29,2026-08-15,Administration culture read actually spring indeed.,2026-09-20T15:49:40.496055
TXN_00006732,ACCT_00004955,DEBIT,4950.85,2026-08-25,Human compare author smile hit administration.,2026-09-20T15:49:40.496088
TXN_00006733,ACCT_00003493,CREDIT,4818.13,2026-08-14,Affect so within talk candidate move.,2026-09-20T15:49:40.496120
TXN_00006734,ACCT_00004017,DEBIT,1700.41,2026-08-14,Task together offer despite.,2026-09-20T15:49:40.496152
TXN_00006735,ACCT_00002718,CREDIT,1152.13,2026-07-09,Fall ago their along manager author though should.,2026-09-20T15:49:40.496185
TXN_00006736,ACCT_00002706,CREDIT,2720.21,2026-07-27,It any voice buy different right study whatever.,2026-09-20T15:49:40.496218
TXN_00006737,ACCT_00004425,CREDIT,4761.43,2026-07-24,Effort always share themselves compare year.,2026-09-20T15:49:40.496250
TXN_00006738,ACCT_00005628,CREDIT,434.36,2026-09-12,Stand practice bar window vote room.,2026-09-20T15:49:40.496283
TXN_00006739,ACCT_00005989,DEBIT,8997.93,2026-09-09,Receive beautiful wall out news help right.,2026-09-20T15:49:40.496315
TXN_00006740,ACCT_00003918,CREDIT,1112.61,2026-09-09,Sister war part federal effort.,2026-09-20T15:49:40.496347
TXN_00006741,ACCT_00003156,CREDIT,2724.16,2026-08-28,Federal boy describe throw side than far.,2026-09-20T15:49:40.496381
TXN_00006742,ACCT_00005294,DEBIT,5829.83,2026-08-24,After keep yard western performance same class degree.,2026-09-20T15:49:40.496413
TXN_00006743,ACCT_00006811,DEBIT,2728.17,2026-09-15,Anyone their huge coach direction.,2026-09-20T15:49:40.496446
TXN_00006744,ACCT_00000091,CREDIT,1683.76,2026-06-25,Bag effort on old something factor.,2026-09-20T15:49:40.496478
TXN_00006745,ACCT_00005391,CREDIT,9686.7,2026-06-22,Contain buy model operation education.,2026-09-20T15:49:40.496511
TXN_00006746,ACCT_00002222,CREDIT,9500.01,2026-08-30,Lawyer century close exist performance majority rather tree.,2026-09-20T15:49:40.496543
TXN_00006747,ACCT_00000407,DEBIT,4415.51,2026-09-09,During country town design imagine air.,2026-09-20T15:49:40.496576
TXN_00006748,ACCT_00003137,DEBIT,5372.37,2026-08-03,View professor same consider course.,2026-09-20T15:49:40.496608
TXN_00006749,ACCT_00006487,DEBIT,2706.91,2026-08-20,Second play guy them all.,2026-09-20T15:49:40.496642
TXN_00006750,ACCT_00005069,CREDIT,6389.21,2026-08-01,Speech itself fine marriage ball well.,2026-09-20T15:49:40.496674
TXN_00006751,ACCT_00005681,CREDIT,9676.9,2026-08-26,Hospital yard fill happy law.,2026-09-20T15:49:40.496706
TXN_00006752,ACCT_00001042,DEBIT,5779.57,2026-07-12,Such land three truth.,2026-09-20T15:49:40.496739
TXN_00006753,ACCT_00003936,CREDIT,6076.27,2026-09-14,Son wind garden what throw will.,2026-09-20T15:49:40.496771
TXN_00006754,ACCT_00002971,CREDIT,9414.36,2026-07-08,Affect medical consumer condition account over serve.,2026-09-20T15:49:40.496804
TXN_00006755,ACCT_00006239,CREDIT,5132.22,2026-08-16,Start collection ability research.,2026-09-20T15:49:40.496836
TXN_00006756,ACCT_00003420,CREDIT,6829.56,2026-09-06,Kind top a baby civil somebody PM.,2026-09-20T15:49:40.496869
TXN_00006757,ACCT_00000547,DEBIT,8411.94,2026-08-17,But plan news course democratic program.,2026-09-20T15:49:40.496901
TXN_00006758,ACCT_00003288,CREDIT,466.14,2026-09-18,Technology white very person item card example.,2026-09-20T15:49:40.496935
TXN_00006759,ACCT_00003463,DEBIT,7513.89,2026-07-05,Can cultural administration walk.,2026-09-20T15:49:40.496968
TXN_00006760,ACCT_00001760,CREDIT,4909.2,2026-07-17,Table friend create hospital.,2026-09-20T15:49:40.497000
TXN_00006761,ACCT_00000598,DEBIT,7608.17,2026-08-01,Society and message add result plant most.,2026-09-20T15:49:40.497033
TXN_00006762,ACCT_00002010,CREDIT,8497.49,2026-06-25,Figure stuff read no term.,2026-09-20T15:49:40.497066
TXN_00006763,ACCT_00003599,DEBIT,714.25,2026-08-04,South however once fund matter.,2026-09-20T15:49:40.497098
TXN_00006764,ACCT_00000300,DEBIT,1377.39,2026-09-12,Kind represent strategy bar see.,2026-09-20T15:49:40.497131
TXN_00006765,ACCT_00003274,DEBIT,3074.09,2026-08-08,Wrong safe would hope.,2026-09-20T15:49:40.497163
TXN_00006766,ACCT_00002310,CREDIT,2863.87,2026-07-18,Imagine expert water surface.,2026-09-20T15:49:40.497195
TXN_00006767,ACCT_00002677,DEBIT,7555.46,2026-07-22,Affect tend tree.,2026-09-20T15:49:40.497228
TXN_00006768,ACCT_00002845,DEBIT,8207.24,2026-09-13,Task despite phone who food.,2026-09-20T15:49:40.497260
TXN_00006769,ACCT_00005721,DEBIT,730.98,2026-08-05,Maybe future everybody new.,2026-09-20T15:49:40.497293
TXN_00006770,ACCT_00002967,DEBIT,2936.04,2026-06-27,Way day mention site.,2026-09-20T15:49:40.497325
TXN_00006771,ACCT_00001951,CREDIT,4504.44,2026-09-06,Key quality feel house.,2026-09-20T15:49:40.497363
TXN_00006772,ACCT_00002364,DEBIT,1521.55,2026-07-22,Describe challenge business ten with method maintain drug.,2026-09-20T15:49:40.497396
TXN_00006773,ACCT_00003978,DEBIT,766.26,2026-08-05,Sign value fire only simple stage whom.,2026-09-20T15:49:40.497428
TXN_00006774,ACCT_00001964,DEBIT,9592.42,2026-07-16,Could effect exist even stay middle.,2026-09-20T15:49:40.497461
TXN_00006775,ACCT_00004055,DEBIT,6622.19,2026-08-21,Your president similar national point crime moment.,2026-09-20T15:49:40.497494
TXN_00006776,ACCT_00006888,DEBIT,5946.1,2026-09-01,Wind question which story wide everyone.,2026-09-20T15:49:40.497526
TXN_00006777,ACCT_00006747,DEBIT,5027.14,2026-09-05,Case rather theory test little bill less.,2026-09-20T15:49:40.497559
TXN_00006778,ACCT_00006011,DEBIT,6562.53,2026-07-20,Along poor image floor arm end house husband.,2026-09-20T15:49:40.497591
TXN_00006779,ACCT_00002278,DEBIT,562.96,2026-07-19,Arm especially growth.,2026-09-20T15:49:40.497626
TXN_00006780,ACCT_00002065,DEBIT,7540.02,2026-08-02,Policy commercial name property manage entire.,2026-09-20T15:49:40.497658
TXN_00006781,ACCT_00001348,CREDIT,2127.59,2026-08-23,Adult wait lead nor grow since forward.,2026-09-20T15:49:40.497691
TXN_00006782,ACCT_00005411,CREDIT,3850.63,2026-07-02,Wait seven paper.,2026-09-20T15:49:40.497723
TXN_00006783,ACCT_00006967,DEBIT,3201.41,2026-07-22,Myself environmental ahead know month.,2026-09-20T15:49:40.497755
TXN_00006784,ACCT_00001136,CREDIT,2741.65,2026-09-02,Individual brother over draw direction firm.,2026-09-20T15:49:40.497788
TXN_00006785,ACCT_00002341,CREDIT,1730.64,2026-09-03,Heavy on join voice decide perform.,2026-09-20T15:49:40.497820
TXN_00006786,ACCT_00001289,CREDIT,2872.73,2026-07-21,Maybe take fall million among every.,2026-09-20T15:49:40.497853
TXN_00006787,ACCT_00001223,DEBIT,6420.31,2026-08-23,Direction arrive this.,2026-09-20T15:49:40.497885
TXN_00006788,ACCT_00002497,DEBIT,1594.37,2026-08-03,Heavy vote news newspaper wrong billion site.,2026-09-20T15:49:40.497917
TXN_00006789,ACCT_00000361,DEBIT,1810.44,2026-09-01,Box drop station very else lose sister.,2026-09-20T15:49:40.497950
TXN_00006790,ACCT_00005395,CREDIT,3309.87,2026-09-08,Thank more certain manage.,2026-09-20T15:49:40.497982
TXN_00006791,ACCT_00004087,CREDIT,5281.43,2026-08-12,Around research little.,2026-09-20T15:49:40.498015
TXN_00006792,ACCT_00005586,CREDIT,6717.89,2026-09-11,Wish behind writer between forget.,2026-09-20T15:49:40.498048
TXN_00006793,ACCT_00006717,CREDIT,2197.47,2026-07-03,Time kitchen doctor class.,2026-09-20T15:49:40.498080
TXN_00006794,ACCT_00006658,DEBIT,7311.1,2026-07-17,Evidence leg camera bag student suffer.,2026-09-20T15:49:40.498113
TXN_00006795,ACCT_00006157,DEBIT,7186.1,2026-07-09,Plan know politics house.,2026-09-20T15:49:40.498145
TXN_00006796,ACCT_00005814,DEBIT,2896.91,2026-06-28,Cost agent husband consumer.,2026-09-20T15:49:40.498178
TXN_00006797,ACCT_00001166,CREDIT,1103.27,2026-08-30,Message represent agree through.,2026-09-20T15:49:40.498211
TXN_00006798,ACCT_00004912,CREDIT,9811.93,2026-08-06,Event here level news.,2026-09-20T15:49:40.498243
TXN_00006799,ACCT_00006641,CREDIT,3711.32,2026-09-03,Through itself apply moment.,2026-09-20T15:49:40.498275
TXN_00006800,ACCT_00004201,DEBIT,1498.05,2026-07-03,Upon try wrong require their job exactly.,2026-09-20T15:49:40.498308
TXN_00006801,ACCT_00001806,CREDIT,7685.65,2026-07-03,Player your hit way family true cell.,2026-09-20T15:49:40.498340
TXN_00006802,ACCT_00004483,DEBIT,8178.28,2026-07-05,Sign open box leg.,2026-09-20T15:49:40.498373
TXN_00006803,ACCT_00001444,DEBIT,4081.01,2026-07-26,Hour stock who drive identify democratic manager.,2026-09-20T15:49:40.498405
TXN_00006804,ACCT_00004372,CREDIT,8305.7,2026-08-16,Interesting character doctor eye single matter.,2026-09-20T15:49:40.498438
TXN_00006805,ACCT_00002864,CREDIT,2703.65,2026-07-06,Alone environmental pay.,2026-09-20T15:49:40.498470
TXN_00006806,ACCT_00002554,CREDIT,2740.95,2026-08-12,Enjoy course billion author find.,2026-09-20T15:49:40.498504
TXN_00006807,ACCT_00001155,CREDIT,9214.94,2026-07-20,Nor develop notice minute.,2026-09-20T15:49:40.498537
TXN_00006808,ACCT_00001203,CREDIT,5625.92,2026-08-31,Majority enough several police prevent become.,2026-09-20T15:49:40.498569
TXN_00006809,ACCT_00006490,DEBIT,2049.94,2026-08-19,Behavior economic wish personal finally go language.,2026-09-20T15:49:40.498602
TXN_00006810,ACCT_00004367,DEBIT,2036.04,2026-06-26,Exactly civil recent majority.,2026-09-20T15:49:40.498634
TXN_00006811,ACCT_00002892,CREDIT,9890.6,2026-07-25,Indeed crime since down toward process nature.,2026-09-20T15:49:40.498667
TXN_00006812,ACCT_00005226,DEBIT,4930.91,2026-08-08,Identify meeting surface statement PM dark.,2026-09-20T15:49:40.498700
TXN_00006813,ACCT_00000757,DEBIT,9691.56,2026-08-26,Science clear form sea light.,2026-09-20T15:49:40.498732
TXN_00006814,ACCT_00000626,DEBIT,8651.26,2026-08-02,Special table contain better.,2026-09-20T15:49:40.498764
TXN_00006815,ACCT_00002703,DEBIT,1147.45,2026-07-29,Often condition painting along people nothing agency minute.,2026-09-20T15:49:40.498797
TXN_00006816,ACCT_00002067,CREDIT,9380.87,2026-06-24,South respond local employee turn bring three.,2026-09-20T15:49:40.498830
TXN_00006817,ACCT_00006082,CREDIT,4453.68,2026-08-06,Act father task poor situation everyone.,2026-09-20T15:49:40.498862
TXN_00006818,ACCT_00006876,CREDIT,358.87,2026-07-21,Take power serious performance claim wear.,2026-09-20T15:49:40.498895
TXN_00006819,ACCT_00000878,CREDIT,945.14,2026-07-03,Statement strong life ago effort.,2026-09-20T15:49:40.498927
TXN_00006820,ACCT_00005290,DEBIT,6525.74,2026-08-23,Avoid conference knowledge recently site.,2026-09-20T15:49:40.498959
TXN_00006821,ACCT_00001885,DEBIT,2330.72,2026-08-01,Clearly energy bit.,2026-09-20T15:49:40.498992
TXN_00006822,ACCT_00001368,CREDIT,3374.29,2026-09-05,Stage series prove upon.,2026-09-20T15:49:40.499024
TXN_00006823,ACCT_00001687,CREDIT,7624.64,2026-08-12,Career every much bed party.,2026-09-20T15:49:40.499057
TXN_00006824,ACCT_00000928,DEBIT,7072.9,2026-08-20,Experience attorney item detail.,2026-09-20T15:49:40.499089
TXN_00006825,ACCT_00005970,CREDIT,840.81,2026-08-22,Sort road measure value can hotel must.,2026-09-20T15:49:40.499122
TXN_00006826,ACCT_00003614,DEBIT,8219.61,2026-09-03,Other win point poor she.,2026-09-20T15:49:40.499155
TXN_00006827,ACCT_00000194,DEBIT,1331.65,2026-09-10,Truth sure author explain over million seat.,2026-09-20T15:49:40.499188
TXN_00006828,ACCT_00003729,DEBIT,9638.25,2026-07-13,Media there something.,2026-09-20T15:49:40.499220
TXN_00006829,ACCT_00001434,DEBIT,6311.04,2026-09-15,Look usually five run current medical although study.,2026-09-20T15:49:40.499252
TXN_00006830,ACCT_00006548,CREDIT,5394.07,2026-07-02,Ok assume blood enjoy off.,2026-09-20T15:49:40.499285
TXN_00006831,ACCT_00004558,CREDIT,4217.79,2026-09-20,Business amount career decision let worker.,2026-09-20T15:49:40.499318
TXN_00006832,ACCT_00006145,CREDIT,174.77,2026-07-03,Family tend yard fly age hundred.,2026-09-20T15:49:40.499350
TXN_00006833,ACCT_00003385,CREDIT,5443.93,2026-07-13,Somebody ago born television song thus.,2026-09-20T15:49:40.499383
TXN_00006834,ACCT_00003339,DEBIT,9224.47,2026-07-04,Remember of according way.,2026-09-20T15:49:40.499415
TXN_00006835,ACCT_00004175,CREDIT,3134.32,2026-07-28,Close dream near simple else person.,2026-09-20T15:49:40.499448
TXN_00006836,ACCT_00004594,DEBIT,5765.91,2026-07-03,Investment first free example street.,2026-09-20T15:49:40.499481
TXN_00006837,ACCT_00004664,CREDIT,5745.8,2026-09-10,Goal program decade than.,2026-09-20T15:49:40.499514
TXN_00006838,ACCT_00000708,DEBIT,1295.79,2026-07-15,Federal shake history go live study you.,2026-09-20T15:49:40.499546
TXN_00006839,ACCT_00002501,DEBIT,5264.95,2026-08-27,Both how author mean investment claim center theory.,2026-09-20T15:49:40.499579
TXN_00006840,ACCT_00002621,DEBIT,8157.14,2026-08-20,Mention life base many nature situation.,2026-09-20T15:49:40.499611
TXN_00006841,ACCT_00001200,CREDIT,3697.33,2026-09-04,Into western guess represent sister cost community.,2026-09-20T15:49:40.499644
TXN_00006842,ACCT_00005061,CREDIT,6069.97,2026-07-18,Quickly to control send close ago outside.,2026-09-20T15:49:40.499676
TXN_00006843,ACCT_00006098,CREDIT,1919.27,2026-06-25,Southern memory dinner four.,2026-09-20T15:49:40.499708
TXN_00006844,ACCT_00005411,DEBIT,561.26,2026-09-10,Medical maintain high world cell PM hotel.,2026-09-20T15:49:40.499741
TXN_00006845,ACCT_00006913,DEBIT,7260.09,2026-09-19,Throw adult in yard off explain.,2026-09-20T15:49:40.499773
TXN_00006846,ACCT_00006943,CREDIT,8370.52,2026-08-26,Decade how thank.,2026-09-20T15:49:40.499805
TXN_00006847,ACCT_00001652,DEBIT,2379.14,2026-06-24,Week consumer late city low born.,2026-09-20T15:49:40.499838
TXN_00006848,ACCT_00003212,DEBIT,8257.44,2026-06-28,Cut somebody information.,2026-09-20T15:49:40.499870
TXN_00006849,ACCT_00004572,CREDIT,3807.83,2026-06-25,Decision large drug fire reach check even.,2026-09-20T15:49:40.499903
TXN_00006850,ACCT_00006263,DEBIT,9808.22,2026-08-08,Possible miss be according hold accept.,2026-09-20T15:49:40.499935
TXN_00006851,ACCT_00000764,CREDIT,2941.36,2026-06-23,Public across end ahead water board.,2026-09-20T15:49:40.499968
TXN_00006852,ACCT_00006351,CREDIT,9244.47,2026-08-09,Name edge light child will many.,2026-09-20T15:49:40.500000
TXN_00006853,ACCT_00004957,DEBIT,1926.84,2026-07-29,Arm such against certainly.,2026-09-20T15:49:40.500033
TXN_00006854,ACCT_00006366,CREDIT,9271.88,2026-07-06,Method history cultural far.,2026-09-20T15:49:40.500065
TXN_00006855,ACCT_00003870,DEBIT,4330.97,2026-09-18,Often room guess back clearly.,2026-09-20T15:49:40.500097
TXN_00006856,ACCT_00000425,DEBIT,45.58,2026-07-24,Million adult drive.,2026-09-20T15:49:40.500130
TXN_00006857,ACCT_00000026,DEBIT,1881.38,2026-07-29,Management something executive so marriage here apply.,2026-09-20T15:49:40.500164
TXN_00006858,ACCT_00000329,DEBIT,8273.36,2026-07-18,Answer drive after line born project important use.,2026-09-20T15:49:40.500197
TXN_00006859,ACCT_00006327,CREDIT,8589.69,2026-06-28,Summer cold religious.,2026-09-20T15:49:40.500229
TXN_00006860,ACCT_00001555,DEBIT,2020.09,2026-08-17,Control cut onto both police easy field everything.,2026-09-20T15:49:40.500261
TXN_00006861,ACCT_00005077,CREDIT,2459.25,2026-09-18,Institution area fear deep add establish.,2026-09-20T15:49:40.500294
TXN_00006862,ACCT_00002992,DEBIT,5626.19,2026-07-15,Thus tend sing save enter federal five account.,2026-09-20T15:49:40.500327
TXN_00006863,ACCT_00005287,DEBIT,1017.41,2026-08-31,Resource star purpose memory mother before.,2026-09-20T15:49:40.500360
TXN_00006864,ACCT_00005105,DEBIT,3117.18,2026-08-17,Group life board citizen dinner image better.,2026-09-20T15:49:40.500392
TXN_00006865,ACCT_00001322,DEBIT,2389.51,2026-07-29,Design spring start PM available.,2026-09-20T15:49:40.500424
TXN_00006866,ACCT_00001021,CREDIT,342.23,2026-09-10,Responsibility knowledge PM reflect your any right.,2026-09-20T15:49:40.500457
TXN_00006867,ACCT_00000171,CREDIT,1491.33,2026-07-11,Back score father thousand trip option.,2026-09-20T15:49:40.500490
TXN_00006868,ACCT_00005111,DEBIT,7127.06,2026-08-30,Chair possible he.,2026-09-20T15:49:40.500522
TXN_00006869,ACCT_00000562,DEBIT,8463.62,2026-07-01,Space toward program late gun PM.,2026-09-20T15:49:40.500554
TXN_00006870,ACCT_00000775,DEBIT,982.74,2026-08-05,North on movie reflect ask she wall woman.,2026-09-20T15:49:40.500587
TXN_00006871,ACCT_00006202,DEBIT,66.8,2026-07-29,Player especially country.,2026-09-20T15:49:40.500619
TXN_00006872,ACCT_00000386,CREDIT,8080.38,2026-08-13,Fill success operation consider music name.,2026-09-20T15:49:40.500651
TXN_00006873,ACCT_00004616,CREDIT,6766.21,2026-08-15,Sort scene charge simple item scene member.,2026-09-20T15:49:40.500684
TXN_00006874,ACCT_00005523,DEBIT,6999.39,2026-07-08,Allow southern today movie policy record.,2026-09-20T15:49:40.500717
TXN_00006875,ACCT_00003585,CREDIT,8336.39,2026-07-31,Name government feel important item school direction.,2026-09-20T15:49:40.500749
TXN_00006876,ACCT_00006913,CREDIT,6710.28,2026-08-21,Before serious management reflect economic.,2026-09-20T15:49:40.500781
TXN_00006877,ACCT_00000841,DEBIT,513.89,2026-08-12,Heart executive everybody school approach team.,2026-09-20T15:49:40.500813
TXN_00006878,ACCT_00002737,DEBIT,776.46,2026-06-22,Month star explain author make with allow.,2026-09-20T15:49:40.500846
TXN_00006879,ACCT_00005180,CREDIT,1404.71,2026-08-24,Star whether simply exactly establish draw brother.,2026-09-20T15:49:40.500878
TXN_00006880,ACCT_00003143,CREDIT,7437.74,2026-08-21,Appear change outside.,2026-09-20T15:49:40.500910
TXN_00006881,ACCT_00001348,CREDIT,804.07,2026-07-21,Either service sure me few whole step various.,2026-09-20T15:49:40.500943
TXN_00006882,ACCT_00006354,DEBIT,6440.34,2026-08-07,Suffer art magazine.,2026-09-20T15:49:40.500975
TXN_00006883,ACCT_00000107,CREDIT,9437.89,2026-09-01,Image side call.,2026-09-20T15:49:40.501007
TXN_00006884,ACCT_00001607,DEBIT,8196.46,2026-07-24,Item hard such soldier office her head.,2026-09-20T15:49:40.501040
TXN_00006885,ACCT_00003052,DEBIT,5819.85,2026-08-17,Do require word.,2026-09-20T15:49:40.501073
TXN_00006886,ACCT_00002529,CREDIT,5150.77,2026-09-10,Significant free meet us particular.,2026-09-20T15:49:40.501105
TXN_00006887,ACCT_00004060,CREDIT,7472.65,2026-08-24,Central me be game.,2026-09-20T15:49:40.501142
TXN_00006888,ACCT_00003402,DEBIT,7987.65,2026-09-11,Still similar best also material include drop.,2026-09-20T15:49:40.501177
TXN_00006889,ACCT_00003263,DEBIT,4368.23,2026-07-17,Individual statement usually teach between.,2026-09-20T15:49:40.501209
TXN_00006890,ACCT_00003887,CREDIT,2242.7,2026-09-17,Lot leader lawyer value yard recently upon.,2026-09-20T15:49:40.501242
TXN_00006891,ACCT_00003973,DEBIT,4656.83,2026-09-01,Behavior financial itself into free those individual.,2026-09-20T15:49:40.501274
TXN_00006892,ACCT_00006888,CREDIT,4815.68,2026-07-13,Pull minute stand system pass anything.,2026-09-20T15:49:40.501307
TXN_00006893,ACCT_00002141,DEBIT,4034.51,2026-07-06,House dog drop create.,2026-09-20T15:49:40.501339
TXN_00006894,ACCT_00000975,CREDIT,8245.0,2026-09-07,Challenge without west paper season.,2026-09-20T15:49:40.501371
TXN_00006895,ACCT_00006737,DEBIT,7879.26,2026-07-04,Information notice health time model toward trouble.,2026-09-20T15:49:40.501404
TXN_00006896,ACCT_00004566,DEBIT,68.97,2026-07-10,Stand degree everyone.,2026-09-20T15:49:40.501436
TXN_00006897,ACCT_00002633,CREDIT,5556.32,2026-09-04,Either strong clearly sign individual response.,2026-09-20T15:49:40.501468
TXN_00006898,ACCT_00001420,DEBIT,9324.22,2026-08-22,Itself real low central hair.,2026-09-20T15:49:40.501501
TXN_00006899,ACCT_00005551,CREDIT,5302.47,2026-09-03,Along line you recent.,2026-09-20T15:49:40.501533
TXN_00006900,ACCT_00001756,CREDIT,9816.51,2026-09-02,Model thank answer newspaper space health ten.,2026-09-20T15:49:40.501566
TXN_00006901,ACCT_00005379,DEBIT,2284.67,2026-08-14,Court case look say.,2026-09-20T15:49:40.501598
TXN_00006902,ACCT_00006239,DEBIT,1450.23,2026-08-13,Newspaper sell evidence four nation election suffer.,2026-09-20T15:49:40.501630
TXN_00006903,ACCT_00000624,DEBIT,1224.91,2026-07-01,Dog bed sell administration great.,2026-09-20T15:49:40.501663
TXN_00006904,ACCT_00002251,DEBIT,1931.11,2026-09-20,Upon wait today popular.,2026-09-20T15:49:40.501695
TXN_00006905,ACCT_00002976,CREDIT,8226.48,2026-08-08,Glass that great clearly parent begin short.,2026-09-20T15:49:40.501728
TXN_00006906,ACCT_00006185,CREDIT,4525.42,2026-09-19,International structure but south.,2026-09-20T15:49:40.501760
TXN_00006907,ACCT_00005964,CREDIT,1089.22,2026-07-01,Industry recognize visit north this degree occur.,2026-09-20T15:49:40.501793
TXN_00006908,ACCT_00001240,CREDIT,9835.2,2026-07-20,Recent meet public wrong city guy he.,2026-09-20T15:49:40.501825
TXN_00006909,ACCT_00002115,DEBIT,3024.92,2026-09-05,Including this coach during for chance.,2026-09-20T15:49:40.501857
TXN_00006910,ACCT_00000230,CREDIT,2352.7,2026-07-04,Positive help last career.,2026-09-20T15:49:40.501890
TXN_00006911,ACCT_00004396,DEBIT,6983.8,2026-07-10,Sure responsibility mean statement be final.,2026-09-20T15:49:40.501929
TXN_00006912,ACCT_00000219,DEBIT,7053.41,2026-07-27,Stop conference case.,2026-09-20T15:49:40.501961
TXN_00006913,ACCT_00004954,CREDIT,2620.24,2026-07-27,Against project stay third.,2026-09-20T15:49:40.501993
TXN_00006914,ACCT_00004236,DEBIT,7658.7,2026-09-01,Else far standard stock.,2026-09-20T15:49:40.502026
TXN_00006915,ACCT_00006767,CREDIT,6652.32,2026-07-11,Always example attorney.,2026-09-20T15:49:40.502058
TXN_00006916,ACCT_00003896,CREDIT,7431.24,2026-08-07,Everyone protect exactly above.,2026-09-20T15:49:40.502090
TXN_00006917,ACCT_00000909,DEBIT,4459.6,2026-07-28,Really visit quickly return little very down.,2026-09-20T15:49:40.502123
TXN_00006918,ACCT_00005435,CREDIT,1154.17,2026-08-16,Candidate future court since forward.,2026-09-20T15:49:40.502155
TXN_00006919,ACCT_00004028,CREDIT,9211.63,2026-07-12,President garden sister manager cover investment.,2026-09-20T15:49:40.502188
TXN_00006920,ACCT_00002671,CREDIT,3786.72,2026-08-13,Animal former first people.,2026-09-20T15:49:40.502220
TXN_00006921,ACCT_00006430,CREDIT,5640.35,2026-07-27,Want improve five really offer kitchen contain.,2026-09-20T15:49:40.502253
TXN_00006922,ACCT_00003012,DEBIT,1837.99,2026-08-31,Fall white allow operation sing training.,2026-09-20T15:49:40.502286
TXN_00006923,ACCT_00003876,CREDIT,6985.89,2026-07-30,Thing alone ability market her buy.,2026-09-20T15:49:40.502319
TXN_00006924,ACCT_00005035,CREDIT,9934.28,2026-07-13,Capital street story best build bit.,2026-09-20T15:49:40.502351
TXN_00006925,ACCT_00001502,CREDIT,7142.19,2026-08-11,For attention modern culture.,2026-09-20T15:49:40.502383
TXN_00006926,ACCT_00003833,CREDIT,2439.75,2026-08-14,Detail side their prevent talk.,2026-09-20T15:49:40.502415
